simulation,annualized_sharpe,final_equity,strategy_sharpe,p_value
374,0.6463003928791917,3208525.895150097,0.6788065184942079,0.171
375,0.5296413297865594,2920777.466886433,0.6788065184942079,0.171
376,0.5678279717384821,2894677.55301889,0.6788065184942079,0.171
377,0.5206574902507392,2871531.1420622203,0.6788065184942079,0.171
378,0.7154952377569068,3492593.6903404687,0.6788065184942079,0.171
379,0.5930150088983728,2862521.376763003,0.6788065184942079,0.171
380,0.6185001593229813,3584636.8917178297,0.6788065184942079,0.171
381,0.593451539492255,3009985.6501765023,0.6788065184942079,0.171
382,0.5945337746967517,3288846.6625203188,0.6788065184942079,0.171
383,0.6278429193688279,3244284.838681774,0.6788065184942079,0.171
384,0.5746509962030466,3084349.320540166,0.6788065184942079,0.171
385,0.6294429439896394,3180637.313368819,0.6788065184942079,0.171
386,0.665653101379152,3176822.563259609,0.6788065184942079,0.171
387,0.40373053244092605,2370041.317163914,0.6788065184942079,0.171
388,0.6802489470133244,3380588.8730712663,0.6788065184942079,0.171
389,0.5991518536574624,3202525.426534317,0.6788065184942079,0.171
390,0.5551320275348041,2946815.4646426183,0.6788065184942079,0.171
391,0.47343781217691805,2574784.8200456593,0.6788065184942079,0.171
392,0.6417814907232281,3509834.7606903077,0.6788065184942079,0.171
393,0.580123837681122,3089468.078348963,0.6788065184942079,0.171
394,0.5522477406328388,2863838.078553548,0.6788065184942079,0.171
395,0.7314405830256865,3478506.8233554936,0.6788065184942079,0.171
396,0.4913600628043209,2585627.1018427634,0.6788065184942079,0.171
397,0.5619019407173044,2908300.911928442,0.6788065184942079,0.171
398,0.513720828205695,2766953.13994555,0.6788065184942079,0.171
399,0.6478455455314797,3543940.9403815554,0.6788065184942079,0.171
400,0.5455452011461941,2639612.898969148,0.6788065184942079,0.171
401,0.6335239680498944,3110845.216147145,0.6788065184942079,0.171
402,0.5971798428796244,2935581.9117405624,0.6788065184942079,0.171
403,0.7856777755240643,3791599.082671603,0.6788065184942079,0.171
404,0.6200284884013685,3078630.6520138714,0.6788065184942079,0.171
405,0.5171576493128404,2772208.2952436944,0.6788065184942079,0.171
406,0.6720672762377966,3314018.7979728607,0.6788065184942079,0.171
407,0.37254217573027065,2279962.9605202046,0.6788065184942079,0.171
408,0.6599866163307762,3305423.483097518,0.6788065184942079,0.171
409,0.7149617127701501,3462874.5920683867,0.6788065184942079,0.171
410,0.5148374462136797,2741084.8132898235,0.6788065184942079,0.171
411,0.6228050742519837,3266680.7529799,0.6788065184942079,0.171
412,0.7140504949369946,3365456.4264153843,0.6788065184942079,0.171
413,0.7558907532519343,3935537.30584471,0.6788065184942079,0.171
414,0.6499907997552548,3294934.467139869,0.6788065184942079,0.171
415,0.5357730047730018,2730033.365402877,0.6788065184942079,0.171
416,0.6571664381350377,3354793.057084137,0.6788065184942079,0.171
417,0.5944311075254515,3197769.422719871,0.6788065184942079,0.171
418,0.573554612453349,3016698.8133748956,0.6788065184942079,0.171
